Date,ir_cba_tone,ir_dollarization_intensity,ir_forward_looking_ratio,ir_inflation_signal,ir_amd_appreciation_signal,fsr_cba_tone,fsr_dollarization_intensity,fsr_forward_looking_ratio,fsr_inflation_signal,fsr_amd_appreciation_signal,min_cba_tone,min_dollarization_intensity,min_forward_looking_ratio,min_inflation_signal,min_amd_appreciation_signal,ir_tone_delta,ir_dol_int_delta,min_tone_delta,fsr_dol_int_delta,ir_dollarization_intensity_lag1,ir_cba_tone_lag1,min_cba_tone_lag1,ir_forward_looking_ratio_lag1,fsr_amd_appreciation_signal_lag1,min_amd_appreciation_signal_lag1,ir_dol_int_delta_lag1,min_tone_delta_lag1
2022-04-01,-0.022922,0.777001,0.110014,-0.3885,-0.19425,-0.017504,1.96303,0.01995,0.0,-0.163586,-0.04502,0.0,0.216216,-1.364256,0.0,0.0,0.0,0.0,-0.49737299999999984,0.777001,-0.022922,-0.04502,0.110014,-0.30755,0.0,-0.31828900000000004,-0.038518
2022-05-01,-0.022922,0.777001,0.110014,-0.3885,-0.19425,-0.017504,1.96303,0.01995,0.0,-0.163586,-0.015682,0.0,0.214286,0.0,1.206273,0.0,0.0,0.029337999999999996,0.0,0.777001,-0.022922,-0.04502,0.110014,-0.163586,0.0,0.0,0.0
2022-06-01,-0.017927,1.558846,0.100619,-0.389712,0.779423,-0.017504,1.96303,0.01995,0.0,-0.163586,-0.023114,1.216545,0.219512,0.0,3.649635,0.004995000000000003,0.7818449999999999,-0.007431999999999998,0.0,0.777001,-0.022922,-0.015682,0.110014,-0.163586,1.206273,0.0,0.029337999999999996
2022-07-01,-0.017927,1.558846,0.100619,-0.389712,0.779423,-0.017504,1.96303,0.01995,0.0,-0.163586,-0.023114,1.216545,0.219512,0.0,3.649635,0.0,0.0,0.0,0.0,1.558846,-0.017927,-0.023114,0.100619,-0.163586,3.649635,0.7818449999999999,-0.007431999999999998
2022-08-01,-0.017927,1.558846,0.100619,-0.389712,0.779423,-0.017504,1.96303,0.01995,0.0,-0.163586,-0.008973,0.997009,0.20339,-0.997009,1.994018,0.0,0.0,0.014140999999999999,0.0,1.558846,-0.017927,-0.023114,0.100619,-0.163586,3.649635,0.0,0.0
2022-09-01,-0.017584,1.019368,0.066558,-0.509684,1.019368,-0.017504,1.96303,0.01995,0.0,-0.163586,-0.017857,1.373626,0.166667,0.0,4.120879,0.00034299999999999956,-0.5394779999999999,-0.008884000000000001,0.0,1.558846,-0.017927,-0.008973,0.100619,-0.163586,1.994018,0.0,0.014140999999999999
2022-10-01,-0.017584,1.019368,0.066558,-0.509684,1.019368,-0.017504,1.96303,0.01995,0.0,-0.163586,-0.017857,1.373626,0.166667,0.0,4.120879,0.0,0.0,0.0,0.0,1.019368,-0.017584,-0.017857,0.066558,-0.163586,4.120879,-0.5394779999999999,-0.008884000000000001
2022-11-01,-0.017584,1.019368,0.066558,-0.509684,1.019368,-0.017504,1.96303,0.01995,0.0,-0.163586,-0.009634,3.853565,0.24,-0.963391,1.926782,0.0,0.0,0.008223000000000001,0.0,1.019368,-0.017584,-0.017857,0.066558,-0.163586,4.120879,0.0,0.0
2022-12-01,-0.018445,2.635046,0.15311,-0.527009,0.790514,-0.017504,1.96303,0.01995,0.0,-0.163586,-0.010767,4.037685,0.153846,0.0,2.69179,-0.0008610000000000007,1.615678,-0.0011330000000000003,0.0,1.019368,-0.017584,-0.009634,0.066558,-0.163586,1.926782,0.0,0.008223000000000001
2023-01-01,-0.018445,2.635046,0.15311,-0.527009,0.790514,-0.017504,1.96303,0.01995,0.0,-0.163586,-0.015458,3.567182,0.210526,0.0,1.189061,0.0,0.0,-0.004690999999999999,0.0,2.635046,-0.018445,-0.010767,0.15311,-0.163586,2.69179,1.615678,-0.0011330000000000003
2023-02-01,-0.018445,2.635046,0.15311,-0.527009,0.790514,-0.017504,1.96303,0.01995,0.0,-0.163586,-0.015458,3.567182,0.210526,0.0,1.189061,0.0,0.0,0.0,0.0,2.635046,-0.018445,-0.015458,0.15311,-0.163586,1.189061,0.0,-0.004690999999999999
2023-03-01,-0.019661,1.355932,0.078067,-0.451977,1.355932,-0.017504,1.96303,0.01995,0.0,-0.163586,-0.012077,1.207729,0.153846,-1.207729,2.415459,-0.0012160000000000018,-1.279114,0.0033810000000000003,0.0,2.635046,-0.018445,-0.015458,0.15311,-0.163586,1.189061,0.0,0.0
2023-04-01,-0.019661,1.355932,0.078067,-0.451977,1.355932,-0.028805,1.574059,0.026385,0.0,0.314812,-0.012077,1.207729,0.153846,-1.207729,2.415459,0.0,0.0,0.0,-0.38897099999999996,1.355932,-0.019661,-0.012077,0.078067,-0.163586,2.415459,-1.279114,0.0033810000000000003
2023-05-01,-0.019661,1.355932,0.078067,-0.451977,1.355932,-0.028805,1.574059,0.026385,0.0,0.314812,-0.014365,1.104972,0.25641,0.0,3.314917,0.0,0.0,-0.002288,0.0,1.355932,-0.019661,-0.012077,0.078067,0.314812,2.415459,0.0,0.0
2023-06-01,-0.026008,1.30039,0.05916,-0.520156,0.780234,-0.028805,1.574059,0.026385,0.0,0.314812,-0.017297,1.081081,0.204545,-1.081081,2.162162,-0.0063469999999999985,-0.05554199999999998,-0.0029320000000000006,0.0,1.355932,-0.019661,-0.014365,0.078067,0.314812,3.314917,0.0,-0.002288
2023-07-01,-0.026008,1.30039,0.05916,-0.520156,0.780234,-0.028805,1.574059,0.026385,0.0,0.314812,-0.017297,1.081081,0.204545,-1.081081,2.162162,0.0,0.0,0.0,0.0,1.30039,-0.026008,-0.017297,0.05916,0.314812,2.162162,-0.05554199999999998,-0.0029320000000000006
2023-08-01,-0.026008,1.30039,0.05916,-0.520156,0.780234,-0.028805,1.574059,0.026385,0.0,0.314812,-0.014113,1.008065,0.243902,-1.008065,2.016129,0.0,0.0,0.0031839999999999993,0.0,1.30039,-0.026008,-0.017297,0.05916,0.314812,2.162162,0.0,0.0
2023-09-01,-0.024221,2.661698,0.064695,-0.53234,0.26617,-0.028805,1.574059,0.026385,0.0,0.314812,-0.015403,1.184834,0.261905,-1.184834,1.184834,0.0017870000000000004,1.361308,-0.0012899999999999995,0.0,1.30039,-0.026008,-0.014113,0.05916,0.314812,2.016129,0.0,0.0031839999999999993
2023-10-01,-0.024221,2.661698,0.064695,-0.53234,0.26617,-0.028805,1.574059,0.026385,0.0,0.314812,-0.014799,0.0,0.219512,0.0,0.0,0.0,0.0,0.0006040000000000004,0.0,2.661698,-0.024221,-0.015403,0.064695,0.314812,1.184834,1.361308,-0.0012899999999999995
2023-11-01,-0.024221,2.661698,0.064695,-0.53234,0.26617,-0.028805,1.574059,0.026385,0.0,0.314812,-0.014799,0.0,0.219512,0.0,0.0,0.0,0.0,0.0,0.0,2.661698,-0.024221,-0.014799,0.064695,0.314812,0.0,0.0,0.0006040000000000004
2023-12-01,-0.028844,1.088435,0.053286,0.0,1.088435,-0.028805,1.574059,0.026385,0.0,0.314812,-0.014799,0.0,0.219512,0.0,0.0,-0.004623000000000002,-1.5732629999999999,0.0,0.0,2.661698,-0.024221,-0.014799,0.064695,0.314812,0.0,0.0,0.0
2024-01-01,-0.028844,1.088435,0.053286,0.0,1.088435,-0.028805,1.574059,0.026385,0.0,0.314812,-0.014583,0.0,0.204545,0.0,0.0,0.0,0.0,0.00021599999999999918,0.0,1.088435,-0.028844,-0.014799,0.053286,0.314812,0.0,-1.5732629999999999,0.0
2024-02-01,-0.028844,1.088435,0.053286,0.0,1.088435,-0.028805,1.574059,0.026385,0.0,0.314812,-0.014583,0.0,0.204545,0.0,0.0,0.0,0.0,0.0,0.0,1.088435,-0.028844,-0.014583,0.053286,0.314812,0.0,0.0,0.00021599999999999918
2024-03-01,-0.022461,0.311964,0.174263,-0.155982,-0.155982,-0.028805,1.574059,0.026385,0.0,0.314812,-0.038199,0.0,0.159091,-0.682128,0.0,0.006383000000000003,-0.776471,-0.023615999999999998,0.0,1.088435,-0.028844,-0.014583,0.053286,0.314812,0.0,0.0,0.0
2024-04-01,-0.022461,0.311964,0.174263,-0.155982,-0.155982,-0.041079,2.533478,0.047486,-0.180963,-0.904814,-0.036009,0.0,0.192982,-0.590319,0.0,0.0,0.0,0.0021899999999999975,0.959419,0.311964,-0.022461,-0.038199,0.174263,0.314812,0.0,-0.776471,-0.023615999999999998
2024-05-01,-0.022461,0.311964,0.174263,-0.155982,-0.155982,-0.041079,2.533478,0.047486,-0.180963,-0.904814,-0.036009,0.0,0.192982,-0.590319,0.0,0.0,0.0,0.0,0.0,0.311964,-0.022461,-0.036009,0.174263,-0.904814,0.0,0.0,0.0021899999999999975
2024-06-01,-0.033106,0.145201,0.246429,-0.145201,0.290402,-0.041079,2.533478,0.047486,-0.180963,-0.904814,-0.0448,0.0,0.146341,-0.8,0.0,-0.010644999999999998,-0.16676300000000002,-0.008791,0.0,0.311964,-0.022461,-0.036009,0.174263,-0.904814,0.0,0.0,0.0
2024-07-01,-0.033106,0.145201,0.246429,-0.145201,0.290402,-0.041079,2.533478,0.047486,-0.180963,-0.904814,-0.034338,0.0,0.22,0.0,0.0,0.0,0.0,0.010461999999999999,0.0,0.145201,-0.033106,-0.0448,0.246429,-0.904814,0.0,-0.16676300000000002,-0.008791
2024-08-01,-0.033106,0.145201,0.246429,-0.145201,0.290402,-0.041079,2.533478,0.047486,-0.180963,-0.904814,-0.034338,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.145201,-0.033106,-0.034338,0.246429,-0.904814,0.0,0.0,0.010461999999999999
2024-09-01,-0.031908,0.9431,0.242424,-0.314367,0.314367,-0.041079,2.533478,0.047486,-0.180963,-0.904814,-0.048557,0.0,0.231579,-0.339559,0.0,0.0011979999999999977,0.797899,-0.014219000000000002,0.0,0.145201,-0.033106,-0.034338,0.246429,-0.904814,0.0,0.0,0.0
2024-10-01,-0.031908,0.9431,0.242424,-0.314367,0.314367,-0.041079,2.533478,0.047486,-0.180963,-0.904814,-0.04427,0.0,0.214286,-0.313972,-0.313972,0.0,0.0,0.004287000000000006,0.0,0.9431,-0.031908,-0.048557,0.242424,-0.904814,0.0,0.797899,-0.014219000000000002
2024-11-01,-0.031908,0.9431,0.242424,-0.314367,0.314367,-0.041079,2.533478,0.047486,-0.180963,-0.904814,-0.04427,0.0,0.214286,-0.313972,-0.313972,0.0,0.0,0.0,0.0,0.9431,-0.031908,-0.04427,0.242424,-0.904814,-0.313972,0.0,0.004287000000000006
2024-12-01,-0.032311,0.164853,0.182306,-0.164853,0.329707,-0.041079,2.533478,0.047486,-0.180963,-0.904814,-0.04525,0.320924,0.232,-0.320924,0.0,-0.0004030000000000006,-0.778247,-0.0009800000000000017,0.0,0.9431,-0.031908,-0.04427,0.242424,-0.904814,-0.313972,0.0,0.0
2025-01-01,-0.032311,0.164853,0.182306,-0.164853,0.329707,-0.041079,2.533478,0.047486,-0.180963,-0.904814,-0.04525,0.320924,0.232,-0.320924,0.0,0.0,0.0,0.0,0.0,0.164853,-0.032311,-0.04525,0.182306,-0.904814,0.0,-0.778247,-0.0009800000000000017
2025-02-01,-0.032311,0.164853,0.182306,-0.164853,0.329707,-0.041079,2.533478,0.047486,-0.180963,-0.904814,-0.04079,0.0,0.242424,-0.323729,0.0,0.0,0.0,0.004459999999999999,0.0,0.164853,-0.032311,-0.04525,0.182306,-0.904814,0.0,0.0,0.0
2025-03-01,-0.039461,0.1665,0.147727,-0.333,0.1665,-0.041079,2.533478,0.047486,-0.180963,-0.904814,-0.045152,0.0,0.233766,-0.606061,0.0,-0.007150000000000004,0.0016470000000000096,-0.004361999999999998,0.0,0.164853,-0.032311,-0.04079,0.182306,-0.904814,0.0,0.0,0.004459999999999999
2025-04-01,-0.039461,0.1665,0.147727,-0.333,0.1665,-0.022876,2.784961,0.053156,0.0,-0.198926,-0.045152,0.0,0.233766,-0.606061,0.0,0.0,0.0,0.0,0.2514829999999999,0.1665,-0.039461,-0.045152,0.147727,-0.904814,0.0,0.0016470000000000096,-0.004361999999999998
2025-05-01,-0.039461,0.1665,0.147727,-0.333,0.1665,-0.022876,2.784961,0.053156,0.0,-0.198926,-0.045616,0.0,0.25,-0.64704,0.0,0.0,0.0,-0.00046399999999999914,0.0,0.1665,-0.039461,-0.045152,0.147727,-0.198926,0.0,0.0,0.0
2025-06-01,-0.037351,0.367985,0.123944,-0.183993,0.183993,-0.022876,2.784961,0.053156,0.0,-0.198926,-0.046975,0.0,0.25,-0.337952,0.0,0.0021100000000000008,0.201485,-0.001359000000000006,0.0,0.1665,-0.039461,-0.045616,0.147727,-0.198926,0.0,0.0,-0.00046399999999999914
2025-07-01,-0.037351,0.367985,0.123944,-0.183993,0.183993,-0.022876,2.784961,0.053156,0.0,-0.198926,-0.046975,0.0,0.25,-0.337952,0.0,0.0,0.0,0.0,0.0,0.367985,-0.037351,-0.046975,0.123944,-0.198926,0.0,0.201485,-0.001359000000000006
2025-08-01,-0.037351,0.367985,0.123944,-0.183993,0.183993,-0.022876,2.784961,0.053156,0.0,-0.198926,-0.040087,0.0,0.184466,-0.728863,0.0,0.0,0.0,0.006888000000000005,0.0,0.367985,-0.037351,-0.046975,0.123944,-0.198926,0.0,0.0,0.0
2025-09-01,-0.038474,0.323311,0.201465,-0.323311,0.161655,-0.022876,2.784961,0.053156,0.0,-0.198926,-0.035213,0.0,0.195652,-0.298418,0.0,-0.001122999999999999,-0.04467399999999999,0.004873999999999996,0.0,0.367985,-0.037351,-0.040087,0.123944,-0.198926,0.0,0.0,0.006888000000000005
2025-10-01,-0.038474,0.323311,0.201465,-0.323311,0.161655,-0.022876,2.784961,0.053156,0.0,-0.198926,-0.035213,0.0,0.195652,-0.298418,0.0,0.0,0.0,0.0,0.0,0.323311,-0.038474,-0.035213,0.201465,-0.198926,0.0,-0.04467399999999999,0.004873999999999996
2025-11-01,-0.038474,0.323311,0.201465,-0.323311,0.161655,-0.022876,2.784961,0.053156,0.0,-0.198926,-0.032612,0.296472,0.174603,-0.296472,-0.296472,0.0,0.0,0.002600999999999999,0.0,0.323311,-0.038474,-0.035213,0.201465,-0.198926,0.0,0.0,0.0
2025-12-01,-0.029116,0.314762,0.188172,-0.157381,-0.157381,-0.022876,2.784961,0.053156,0.0,-0.198926,-0.039269,0.29976,0.198473,-0.29976,-0.29976,0.009358000000000002,-0.008549000000000029,-0.006656999999999996,0.0,0.323311,-0.038474,-0.032612,0.201465,-0.198926,-0.296472,0.0,0.002600999999999999
